os_type,os_days_since_update,firewall_enabled,antivirus_enabled,days_since_av_update,browser_safe_browsing_enabled,browser_autofill_passwords,risky_extension_count,risk_score_0_10,risk_tier
Windows,103.1,1,1,23.1,1,1,2,2.7,Low
Windows,89.3,0,1,29.6,0,0,2,6.18,Medium
macOS,65.4,1,1,9.9,1,0,3,1.96,Low
macOS,98.6,1,0,81.2,0,0,1,4.63,Medium
macOS,209.4,1,0,77.8,0,1,1,8.0,High
macOS,102.2,1,1,14.3,1,0,1,2.22,Low
Windows,189.4,1,0,42.6,0,0,7,8.01,High
Windows,82.5,0,0,87.3,1,1,2,8.43,High
Windows,194.2,1,1,34.0,0,0,3,6.58,Medium
Windows,71.3,1,0,19.2,1,1,2,3.27,Low
Windows,82.1,1,1,103.0,0,1,1,5.68,Medium
Windows,67.8,0,0,41.1,1,1,1,7.49,High
Windows,60.3,1,0,53.9,0,0,2,3.59,Low
Windows,206.2,1,0,150.5,1,0,2,4.34,Medium
macOS,104.1,1,0,142.6,1,1,2,4.47,Medium
macOS,56.3,1,1,217.0,0,1,3,4.95,Medium
Linux,148.7,0,0,104.8,1,1,1,8.79,High
macOS,503.9,0,1,122.2,1,1,4,8.67,High
macOS,75.5,1,0,17.4,0,1,2,6.28,Medium
Windows,17.2,1,1,21.1,1,1,2,1.75,Low
macOS,349.1,1,1,122.6,1,1,2,4.18,Medium
Windows,56.2,1,1,53.8,0,1,5,5.13,Medium
Windows,85.0,0,0,64.6,1,1,0,7.98,High
Windows,32.0,0,1,27.1,1,1,1,4.18,Medium
Windows,264.4,1,1,74.7,0,1,0,7.11,High
Windows,100.6,0,0,91.8,1,0,1,8.25,High
macOS,59.2,1,1,74.0,1,0,0,2.36,Low
macOS,7.2,1,1,31.2,0,0,2,2.37,Low
macOS,171.8,0,0,144.0,0,0,2,9.73,High
macOS,91.4,1,0,67.5,1,0,0,3.7,Low
Windows,145.8,1,0,36.1,1,0,0,4.68,Medium
Windows,51.8,1,1,6.2,1,1,1,1.77,Low
macOS,123.0,1,1,56.4,1,1,1,4.48,Medium
Windows,148.9,1,1,26.5,1,0,5,5.26,Medium
Windows,137.0,0,1,30.8,1,1,2,6.22,Medium
Windows,68.9,1,1,52.7,1,1,1,3.2,Low
Linux,187.2,0,1,2.7,0,1,5,10.0,High
macOS,234.7,1,1,103.3,0,0,5,7.91,High
Windows,19.5,1,0,29.0,1,0,0,1.09,Low
macOS,146.3,0,1,113.5,1,0,0,6.04,Medium
Windows,199.6,0,0,53.8,1,1,4,10.0,High
Windows,31.0,1,1,3.9,0,0,0,1.78,Low
Windows,225.2,0,1,16.1,1,1,1,6.45,Medium
Windows,33.1,1,1,24.9,1,0,2,1.08,Low
macOS,106.5,1,1,79.2,0,0,2,4.88,Medium
Windows,64.5,1,1,25.3,0,1,3,4.44,Medium
macOS,39.5,1,1,21.5,1,0,2,0.7,Low
Windows,136.2,0,1,167.4,0,1,6,10.0,High
macOS,86.4,1,1,6.5,1,0,4,2.97,Low
macOS,68.4,1,0,75.0,1,0,0,2.6,Low
macOS,186.3,1,1,58.9,1,0,0,3.97,Low
macOS,24.9,1,1,67.9,1,0,2,1.62,Low
Linux,95.3,1,0,243.4,0,0,3,7.4,High
Windows,299.1,1,0,22.6,1,1,1,5.88,Medium
macOS,92.8,1,0,108.8,0,0,1,4.61,Medium
macOS,101.5,0,1,78.8,1,1,3,7.22,High
Windows,52.3,1,0,10.9,1,0,0,2.21,Low
Windows,67.0,0,0,46.9,1,1,1,8.03,High
Windows,62.5,1,0,45.1,1,1,3,3.19,Low
Windows,117.2,1,0,70.5,1,0,2,3.69,Low
Windows,26.7,1,1,22.6,0,0,1,2.77,Low
Windows,60.4,1,0,116.7,1,0,1,3.55,Low
macOS,50.8,1,0,20.0,0,1,1,5.5,Medium
Windows,146.6,1,0,31.6,0,0,2,5.89,Medium
macOS,154.1,1,1,51.7,1,0,2,3.93,Low
Windows,137.2,1,1,51.8,0,0,0,4.65,Medium
macOS,122.9,1,0,32.5,1,1,2,5.52,Medium
Windows,55.3,1,1,55.9,1,0,3,2.6,Low
Windows,123.6,1,1,58.3,1,0,2,3.32,Low
Windows,172.9,0,0,15.5,0,0,2,10.0,High
macOS,145.2,1,0,74.1,0,1,4,9.26,High
Windows,57.7,1,0,17.7,0,0,3,4.25,Medium
Linux,80.8,0,1,149.9,1,0,0,4.84,Medium
Windows,63.0,1,1,20.4,0,1,3,4.84,Medium
macOS,245.0,0,1,155.5,1,0,1,6.24,Medium
Windows,159.5,1,1,113.2,1,1,4,5.97,Medium
macOS,162.5,1,0,106.1,0,0,2,6.1,Medium
Windows,90.6,1,1,49.3,0,0,2,3.95,Low
Windows,32.6,0,1,42.9,0,0,0,5.77,Medium
Windows,75.3,0,1,15.9,1,0,2,4.38,Medium
Windows,172.4,1,0,116.2,0,1,2,8.0,High
Windows,89.8,0,0,139.0,0,1,4,10.0,High
Linux,37.8,0,1,86.2,1,0,1,4.15,Medium
Windows,238.1,0,0,105.6,1,0,2,8.82,High
Windows,194.4,0,0,78.0,0,0,1,10.0,High
Linux,89.9,0,0,175.3,0,0,2,9.4,High
Windows,106.7,1,0,167.3,0,1,2,7.06,High
Windows,46.5,1,1,34.7,1,0,0,1.3,Low
macOS,109.3,1,0,56.9,0,1,2,6.88,Medium
Linux,277.0,1,1,44.1,0,0,4,6.84,Medium
macOS,149.7,0,1,224.7,0,0,6,9.5,High
Windows,117.1,0,0,27.2,1,0,0,7.01,High
Linux,73.6,1,0,40.6,1,1,2,4.13,Medium
Windows,197.7,0,1,126.6,1,1,4,9.56,High
Linux,39.2,0,1,55.6,1,0,1,3.68,Low
macOS,53.4,1,1,52.0,0,1,0,5.23,Medium
Linux,150.4,1,1,86.8,1,0,3,5.52,Medium
Windows,60.1,1,1,51.9,0,1,0,4.34,Medium
Windows,84.4,1,1,48.7,1,1,2,3.23,Low
macOS,257.8,1,0,50.4,0,0,5,8.92,High
Windows,206.6,1,0,96.0,1,1,1,6.0,Medium
Windows,314.5,0,1,46.0,0,0,2,8.57,High
Linux,116.7,1,1,15.0,0,0,2,3.95,Low
macOS,48.4,1,1,6.9,1,1,0,1.09,Low
Windows,17.6,1,1,21.9,1,0,1,0.84,Low
Windows,255.2,1,0,125.8,1,0,3,6.55,Medium
Windows,160.3,0,1,39.2,1,1,2,6.65,Medium
Windows,32.7,1,1,19.8,1,0,0,0.63,Low
Windows,240.1,1,1,46.8,0,1,0,6.3,Medium
macOS,268.1,1,0,48.6,0,1,2,8.28,High
macOS,120.5,0,1,87.2,1,0,1,5.36,Medium
Windows,87.3,1,0,23.5,0,0,1,5.07,Medium
Windows,106.8,1,0,141.6,0,0,1,4.98,Medium
macOS,148.5,0,1,56.9,1,1,2,6.75,Medium
macOS,17.2,1,1,30.9,0,1,0,3.1,Low
Linux,280.8,1,1,97.5,1,0,3,5.96,Medium
Windows,171.6,1,1,17.4,1,1,2,4.1,Medium
macOS,22.4,1,1,29.1,1,1,1,1.1,Low
Windows,62.9,1,1,129.1,1,1,2,2.83,Low
Windows,72.4,1,0,83.3,1,0,1,2.74,Low
Linux,132.7,0,0,127.8,1,1,1,7.83,High
Windows,53.2,0,0,31.9,0,0,0,8.05,High
Windows,36.7,1,1,55.1,1,1,0,1.52,Low
Windows,54.1,1,1,31.5,1,1,0,2.12,Low
Windows,339.4,0,0,72.5,0,1,3,10.0,High
Windows,109.7,1,1,161.9,0,0,0,3.87,Low
macOS,160.8,1,0,12.2,0,1,2,7.85,High
Windows,43.8,1,0,54.1,1,0,2,2.62,Low
Windows,61.7,1,1,17.0,1,1,4,2.75,Low
Linux,85.5,0,0,92.5,1,0,1,6.41,Medium
Windows,310.3,0,0,83.7,0,1,4,10.0,High
Linux,26.5,1,1,8.2,0,0,2,2.44,Low
Windows,337.6,1,0,80.5,0,1,2,8.96,High
macOS,114.9,0,1,65.2,1,0,2,4.93,Medium
Windows,113.2,1,0,66.6,0,1,1,6.42,Medium
macOS,480.0,0,0,55.0,0,1,1,10.0,High
Windows,76.9,0,1,30.3,0,1,4,8.17,High
Linux,49.4,1,1,4.2,1,0,0,0.89,Low
Windows,60.2,0,1,65.9,0,1,4,8.48,High
macOS,79.1,0,0,69.9,0,1,1,9.83,High
Windows,23.4,1,0,80.2,0,1,1,5.07,Medium
Windows,166.3,1,0,103.8,1,0,4,5.76,Medium
Windows,222.9,1,0,17.4,0,1,2,8.23,High
Windows,152.2,0,1,92.7,1,0,0,6.61,Medium
Windows,57.6,1,1,81.1,1,0,0,1.53,Low
macOS,172.6,1,0,61.3,1,1,1,5.19,Medium
Windows,329.2,1,1,117.9,0,1,7,8.43,High
Windows,89.1,0,1,44.6,1,1,3,5.94,Medium
Windows,40.5,1,0,56.9,1,0,2,2.65,Low
Windows,165.3,0,1,47.9,1,1,3,8.58,High
Windows,68.4,0,1,67.0,1,1,4,5.79,Medium
macOS,9.8,1,1,11.3,1,0,2,0.71,Low
Windows,113.9,1,1,44.1,1,1,2,3.56,Low
Linux,44.1,0,0,87.7,1,0,1,6.45,Medium
Windows,69.0,1,1,41.2,0,0,1,3.45,Low
Windows,185.9,1,1,116.0,0,1,2,7.47,High
Linux,283.5,0,0,240.8,1,1,0,9.67,High
Windows,208.7,0,1,138.0,0,1,5,10.0,High
Windows,42.5,0,1,62.0,1,0,4,5.56,Medium
Linux,206.4,1,0,58.2,1,0,1,4.53,Medium
Linux,73.6,0,1,141.9,1,1,1,5.01,Medium
macOS,203.5,0,0,44.5,1,1,2,9.94,High
Windows,18.8,1,1,33.3,1,1,0,0.93,Low
macOS,345.4,1,1,181.0,1,1,3,6.95,Medium
Linux,270.0,0,0,97.6,1,1,2,9.3,High
Linux,43.9,1,1,18.6,1,1,0,1.5,Low
Windows,189.1,1,0,108.2,0,1,2,7.85,High
Windows,151.5,1,1,25.2,1,0,1,3.28,Low
Windows,80.1,0,1,85.1,1,0,1,5.59,Medium
Windows,155.1,0,0,19.4,0,0,1,10.0,High
macOS,162.7,1,1,110.1,1,1,1,5.28,Medium
Windows,39.9,0,1,90.6,0,0,3,6.92,Medium
Windows,269.0,1,0,117.4,1,0,2,5.02,Medium
Windows,29.0,0,1,18.2,1,0,2,3.18,Low
Windows,28.8,1,1,26.5,1,1,0,1.48,Low
Windows,8.1,1,1,10.1,1,0,1,0.63,Low
Windows,168.6,0,0,92.7,1,1,1,8.51,High
Windows,90.8,0,1,44.3,1,1,1,5.7,Medium
Linux,41.1,0,1,20.9,1,0,1,3.23,Low
Windows,143.6,0,1,164.7,0,1,1,8.69,High
Windows,514.5,1,0,52.7,1,0,3,6.8,Medium
Windows,81.3,1,1,25.3,1,0,1,2.21,Low
Windows,86.2,0,1,104.8,1,1,0,5.36,Medium
Windows,201.0,0,0,32.4,1,1,2,9.6,High
Windows,16.0,1,1,47.2,1,0,3,1.86,Low
Windows,108.6,1,1,65.7,1,1,2,3.49,Low
Windows,197.0,1,1,61.6,0,0,5,7.73,High
macOS,145.2,0,0,18.5,0,1,6,10.0,High
Windows,146.7,1,1,96.9,1,1,1,4.26,Medium
Windows,219.5,0,1,35.2,1,0,1,6.79,Medium
macOS,120.9,1,1,29.6,1,1,2,3.61,Low
Windows,281.1,1,1,59.2,1,0,3,6.36,Medium
Windows,333.1,1,1,60.4,1,1,2,4.8,Medium
Windows,84.0,1,0,50.3,1,0,2,3.46,Low
Windows,99.1,1,0,100.8,0,1,0,5.55,Medium
Windows,133.4,1,1,168.3,1,1,1,3.59,Low
Linux,54.8,0,1,179.6,0,1,6,7.92,High
Linux,223.3,0,0,83.0,0,0,0,10.0,High
Linux,164.9,0,1,98.1,1,0,1,6.23,Medium
Windows,28.2,1,0,94.8,0,1,3,5.07,Medium
Windows,161.0,1,0,72.2,1,0,0,4.6,Medium
Windows,176.4,1,1,58.3,1,1,2,4.24,Medium
Windows,176.0,0,0,95.5,1,1,1,8.58,High
Windows,170.5,1,1,208.7,0,1,4,8.3,High
Windows,419.4,1,0,30.7,1,0,6,7.06,High
Windows,16.8,1,1,26.3,1,1,2,1.24,Low
Windows,178.4,0,0,19.0,0,1,5,10.0,High
Windows,154.2,1,0,23.2,1,0,1,4.84,Medium
macOS,386.8,0,0,19.2,0,0,3,10.0,High
Windows,158.5,1,1,38.9,1,0,2,4.49,Medium
Linux,65.3,0,1,174.3,1,1,3,5.63,Medium
Windows,170.6,1,1,145.1,1,0,1,4.7,Medium
Windows,134.0,0,1,37.9,1,0,1,5.8,Medium
Windows,51.4,1,0,108.4,1,0,6,3.36,Low
Windows,15.7,1,0,8.3,0,0,3,3.49,Low
Windows,14.1,0,1,38.0,1,0,1,3.49,Low
Windows,25.7,1,0,114.9,1,1,0,2.04,Low
macOS,33.5,0,0,12.8,1,0,2,6.31,Medium
Windows,58.8,0,1,41.3,1,1,2,4.91,Medium
Windows,54.1,0,1,50.5,1,0,1,4.79,Medium
Linux,190.6,0,0,57.5,1,1,2,9.22,High
Windows,81.7,0,0,78.9,1,0,2,7.43,High
macOS,99.3,0,1,10.4,1,0,1,4.13,Medium
Windows,181.6,1,0,64.4,0,1,1,8.15,High
Windows,97.7,1,0,46.2,1,0,3,5.64,Medium
Windows,281.6,0,1,21.6,1,1,2,6.49,Medium
Windows,264.6,0,1,45.8,0,1,4,10.0,High
macOS,19.0,1,0,5.2,1,0,2,3.37,Low
Windows,131.3,0,1,68.7,1,1,1,6.04,Medium
Windows,79.8,0,0,50.0,1,0,0,6.24,Medium
Windows,58.3,1,1,41.5,1,0,1,1.95,Low
Linux,42.1,1,1,21.3,0,0,1,2.24,Low
macOS,144.3,1,1,101.8,0,0,2,5.41,Medium
Linux,89.4,1,0,29.3,0,0,2,5.34,Medium
macOS,263.8,1,0,29.9,0,1,0,7.19,High
macOS,79.1,0,1,12.9,1,1,1,4.11,Medium
Windows,259.4,1,0,127.7,1,0,4,7.11,High
Linux,140.2,0,1,83.1,1,1,3,8.69,High
Windows,126.4,0,1,63.0,0,1,2,8.63,High
Windows,74.2,1,0,117.9,0,1,3,6.87,Medium
macOS,73.0,1,0,43.7,0,0,1,5.2,Medium
Windows,297.7,0,0,423.1,0,1,2,10.0,High
Windows,48.4,1,1,66.3,0,0,0,3.22,Low
Windows,61.2,1,1,25.0,1,0,1,1.93,Low
Windows,178.3,0,0,33.6,1,0,1,9.12,High
macOS,166.5,0,0,132.9,1,0,1,7.66,High
Windows,157.0,1,1,115.5,1,0,0,3.64,Low
macOS,31.7,1,1,9.5,1,0,0,0.18,Low
Windows,138.5,1,1,60.1,1,1,1,3.7,Low
macOS,188.8,1,1,117.2,1,1,4,6.63,Medium
Windows,85.4,0,0,193.9,1,1,1,7.58,High
Linux,360.4,0,1,47.6,1,1,2,7.23,High
Windows,21.4,0,1,37.7,1,1,2,4.19,Medium
Windows,36.7,1,1,52.8,0,1,0,4.17,Medium
Windows,201.0,1,1,50.5,1,1,3,6.15,Medium
Windows,155.3,0,1,124.4,0,0,4,9.99,High
Windows,76.4,1,1,50.7,1,1,2,3.28,Low
macOS,45.4,1,1,25.2,1,0,0,0.81,Low
Linux,161.8,1,0,130.3,1,0,3,6.0,Medium
macOS,144.2,0,1,30.2,1,1,4,8.09,High
Windows,432.2,0,0,105.5,0,1,4,10.0,High
Windows,54.0,0,1,22.8,0,1,2,7.11,High
macOS,10.2,1,1,12.6,1,1,0,0.86,Low
macOS,136.5,0,0,52.7,1,1,3,10.0,High
Windows,86.8,1,0,60.4,0,0,2,5.45,Medium
Linux,362.4,1,0,106.5,0,1,4,9.66,High
Windows,45.1,0,0,32.9,1,1,1,7.68,High
macOS,233.9,0,0,100.1,0,0,0,9.74,High
Linux,67.5,1,1,9.8,1,0,2,1.38,Low
macOS,102.9,0,1,24.9,0,1,1,7.76,High
Windows,39.0,1,0,79.5,1,0,1,2.41,Low
macOS,157.3,1,0,84.1,0,1,4,9.15,High
Windows,134.0,1,1,48.1,1,1,1,3.95,Low
macOS,85.7,0,0,31.8,1,0,0,6.41,Medium
Windows,147.9,1,0,76.1,1,1,2,4.26,Medium
macOS,50.1,1,0,29.4,1,1,1,3.48,Low
Linux,106.7,1,1,40.5,0,0,2,3.73,Low
Windows,39.7,1,1,29.3,1,1,1,1.64,Low
Windows,143.1,1,1,59.5,1,0,0,3.37,Low
macOS,131.9,0,0,222.9,1,1,2,8.61,High
Windows,58.3,0,1,45.7,0,0,2,6.23,Medium
Windows,45.8,1,0,31.6,1,0,1,2.88,Low
Windows,197.0,0,0,81.5,0,1,3,10.0,High
Windows,122.9,1,0,14.2,1,1,2,4.91,Medium
macOS,223.8,1,0,346.9,1,0,2,4.79,Medium
macOS,9.8,0,1,77.1,0,1,1,6.17,Medium
Windows,222.2,1,0,55.5,1,1,2,7.14,High
Windows,83.6,1,1,20.2,0,1,1,4.85,Medium
Windows,208.7,1,0,37.2,1,0,1,5.35,Medium
Windows,144.6,0,0,170.0,0,0,2,9.31,High
macOS,214.4,0,1,100.8,1,0,5,8.89,High
Windows,14.1,1,1,29.9,1,0,0,0.6,Low
Windows,353.8,0,0,294.8,0,1,3,10.0,High
Linux,28.6,1,0,21.5,1,0,0,2.81,Low
Windows,211.9,1,0,51.6,0,0,2,7.22,High
macOS,175.1,0,0,121.7,1,0,2,8.9,High
Windows,69.3,0,0,23.7,1,0,1,6.93,Medium
Windows,137.2,0,1,20.6,0,1,3,9.5,High
Windows,58.9,0,1,66.5,0,0,4,6.09,Medium
macOS,417.7,0,1,65.2,0,1,1,9.54,High
macOS,57.7,1,0,45.8,1,1,0,3.23,Low
Windows,143.2,0,0,129.0,0,1,2,10.0,High
Windows,160.1,0,0,60.1,0,1,2,10.0,High
Windows,37.5,1,1,36.5,1,0,4,1.62,Low
macOS,108.5,1,0,49.0,1,0,1,2.91,Low
macOS,132.0,0,1,64.0,1,1,2,6.42,Medium
macOS,124.5,0,1,89.2,0,0,1,6.6,Medium
Linux,64.6,0,0,20.0,0,0,1,8.11,High
Windows,130.9,1,1,42.4,1,1,1,3.85,Low
macOS,192.4,1,1,44.9,1,1,0,4.51,Medium
macOS,21.3,1,1,22.7,1,0,0,0.54,Low
Windows,81.8,1,1,42.8,1,0,0,2.27,Low
Linux,88.6,1,1,9.8,1,0,1,2.49,Low
Windows,79.9,0,1,29.7,1,0,0,4.43,Medium
macOS,43.7,1,1,11.3,0,0,0,2.5,Low
macOS,129.2,1,1,26.4,1,1,0,2.99,Low
Linux,122.6,1,1,20.0,1,0,0,2.55,Low
Windows,262.2,0,0,40.0,1,1,3,10.0,High
Windows,132.7,0,1,78.2,0,0,1,7.25,High
macOS,227.9,1,1,33.9,0,0,1,5.19,Medium
macOS,113.9,1,1,93.7,1,0,2,3.82,Low
Windows,62.4,0,0,138.9,1,1,1,7.16,High
macOS,137.4,1,0,61.4,0,1,3,8.8,High
Windows,67.7,0,1,29.9,1,0,0,4.15,Medium
macOS,140.6,0,1,11.6,0,1,2,8.5,High
Linux,82.7,1,1,58.1,0,1,0,5.49,Medium
Windows,135.9,1,0,48.8,1,1,3,6.74,Medium
Windows,130.2,1,0,6.6,1,0,0,4.36,Medium
Linux,79.6,1,1,137.2,1,1,1,3.62,Low
macOS,59.9,1,1,10.7,1,1,1,1.84,Low
Linux,346.5,0,1,186.2,1,1,4,8.44,High
Windows,50.4,0,1,44.1,1,1,1,4.61,Medium
Linux,61.5,1,0,218.6,1,0,1,4.06,Medium
Windows,122.2,1,0,13.0,1,1,0,4.26,Medium
Windows,35.3,1,0,26.1,1,0,0,1.5,Low
Windows,10.0,0,1,25.0,1,0,0,4.04,Medium
macOS,42.6,1,1,2.4,1,0,1,1.1,Low
Linux,35.4,1,0,33.5,1,0,0,1.92,Low
macOS,162.8,1,1,31.6,0,1,0,5.73,Medium
macOS,368.6,0,1,47.7,0,1,5,10.0,High
Windows,103.4,1,0,33.0,0,1,2,6.97,Medium
Windows,57.3,1,1,23.7,1,1,3,2.77,Low
Windows,43.4,1,1,17.5,1,0,0,1.42,Low
Windows,258.7,1,1,106.4,1,1,3,5.73,Medium
Windows,42.0,1,1,39.9,1,0,1,1.1,Low
Linux,178.9,1,0,59.4,0,1,2,8.0,High
macOS,219.0,1,0,95.8,0,1,2,8.48,High
macOS,182.2,1,1,103.7,1,1,1,4.65,Medium
Windows,55.1,1,0,71.6,1,0,6,2.69,Low
Windows,68.7,1,0,28.7,1,1,0,3.69,Low
Windows,18.0,1,0,8.7,1,0,0,0.84,Low
Windows,141.8,1,1,80.5,0,0,3,6.35,Medium
Windows,53.1,0,0,45.7,1,0,3,7.28,High
Windows,87.2,1,0,38.3,1,0,1,3.68,Low
Windows,113.6,0,1,71.4,1,0,2,5.08,Medium
macOS,68.6,0,1,4.4,0,0,0,5.47,Medium
Windows,39.5,1,1,26.6,0,0,0,3.08,Low
Windows,52.5,1,1,18.6,0,1,1,4.5,Medium
Windows,119.1,1,1,40.2,1,0,4,4.55,Medium
Windows,49.9,1,0,8.5,1,1,1,3.4,Low
Windows,181.6,1,0,31.0,0,1,0,7.33,High
Windows,51.0,1,1,81.6,0,0,5,4.66,Medium
macOS,117.3,1,1,166.2,1,0,0,3.62,Low
Windows,88.4,1,1,41.3,1,0,1,2.25,Low
Linux,239.9,0,1,56.0,1,1,2,7.68,High
Windows,55.9,1,1,43.3,1,0,0,2.08,Low
Windows,41.0,1,1,40.1,1,0,0,1.27,Low
Windows,275.2,1,0,149.8,1,0,3,5.61,Medium
Windows,163.5,1,0,28.8,0,1,1,7.59,High
Windows,134.5,0,0,124.2,1,1,3,8.78,High
Linux,116.0,1,1,39.7,1,1,0,3.83,Low
Windows,54.2,1,0,70.6,1,0,0,2.83,Low
macOS,62.2,0,1,78.8,1,1,3,5.43,Medium
Windows,283.7,1,1,195.5,0,1,3,9.01,High
Windows,21.5,1,1,18.7,1,1,0,0.72,Low
Windows,62.3,1,1,61.4,0,0,2,4.29,Medium
Windows,115.7,1,1,31.9,0,1,2,5.85,Medium
Windows,111.0,0,0,17.8,0,0,3,10.0,High
Linux,56.5,1,1,67.3,0,1,4,5.36,Medium
macOS,220.2,1,0,44.6,0,1,0,7.5,High
Linux,165.6,0,0,59.3,0,0,2,10.0,High
Windows,39.8,1,1,15.2,1,1,0,1.08,Low
macOS,57.8,0,1,24.6,1,1,2,4.21,Medium
macOS,58.5,0,1,15.7,1,1,0,4.61,Medium
macOS,133.0,0,0,90.1,1,0,1,8.18,High
Linux,174.8,1,1,144.2,1,1,1,4.33,Medium
macOS,181.0,0,1,70.5,1,0,0,6.55,Medium
Linux,166.8,0,1,25.2,1,1,2,6.66,Medium
macOS,18.1,1,0,8.2,0,1,0,4.44,Medium
Windows,32.0,1,1,22.3,1,0,0,0.99,Low
macOS,136.6,0,1,23.9,1,0,1,5.38,Medium
Windows,43.7,1,0,75.6,0,1,3,6.14,Medium
Linux,140.5,0,0,10.8,1,1,2,8.97,High
macOS,77.9,1,1,137.2,1,1,0,2.57,Low
Windows,180.7,1,0,11.6,1,1,2,5.47,Medium
Windows,86.1,0,0,48.9,0,1,0,9.91,High
Windows,56.3,1,1,52.5,1,1,1,1.77,Low
Windows,104.8,1,1,7.7,1,1,2,2.43,Low
Windows,61.5,0,0,30.6,1,0,2,6.82,Medium
macOS,106.7,1,1,120.5,1,1,2,3.64,Low
macOS,128.3,0,0,63.4,1,1,2,8.98,High
macOS,205.1,1,0,92.4,0,1,0,7.03,High
Windows,129.8,0,1,22.4,0,0,1,6.47,Medium
Windows,45.4,1,1,55.3,1,0,2,2.03,Low
Windows,166.8,1,1,28.3,0,0,0,4.66,Medium
Linux,79.4,0,0,29.9,0,1,1,9.51,High
Windows,39.1,0,1,10.9,1,1,1,3.7,Low
Windows,63.6,1,1,32.2,1,0,1,1.91,Low
Windows,108.4,1,0,74.5,1,0,3,5.12,Medium
macOS,43.9,0,0,32.7,1,0,4,6.83,Medium
Windows,60.0,1,0,49.3,1,1,1,2.9,Low
macOS,45.9,0,1,61.3,1,0,1,5.23,Medium
macOS,46.4,1,1,41.2,1,1,1,2.2,Low
macOS,88.0,0,1,65.0,1,0,1,5.7,Medium
Windows,163.7,0,0,29.0,1,1,2,9.1,High
Windows,110.8,0,1,17.7,1,1,2,5.58,Medium
Windows,24.5,0,1,19.3,0,1,1,6.33,Medium
Windows,135.6,1,1,33.2,1,1,1,3.56,Low
macOS,214.0,1,0,32.4,1,1,4,7.25,High
Windows,165.6,1,1,73.7,1,1,2,4.84,Medium
Windows,140.3,0,1,70.2,1,1,4,8.11,High
Windows,152.2,0,1,71.5,0,0,3,9.07,High
macOS,305.0,1,0,8.3,1,1,1,5.91,Medium
Windows,157.8,1,0,57.8,0,1,3,8.52,High
macOS,169.0,1,1,51.7,1,0,1,4.68,Medium
Windows,652.3,1,0,47.8,1,1,3,7.23,High
Linux,134.5,0,1,9.4,1,0,0,4.82,Medium
macOS,24.4,1,1,29.6,1,0,2,1.64,Low
Windows,74.1,1,0,34.6,1,0,3,3.86,Low
Windows,59.6,1,0,46.7,1,1,0,3.29,Low
Windows,124.9,0,1,37.5,0,0,4,8.44,High
Windows,325.5,1,0,68.6,0,1,1,7.15,High
Windows,10.1,1,1,99.2,1,1,1,1.51,Low
Linux,94.4,1,1,71.9,1,0,2,3.01,Low
macOS,115.8,1,1,46.4,0,0,3,6.06,Medium
Windows,85.4,1,0,117.9,1,0,1,3.35,Low
macOS,114.6,0,1,19.7,1,1,2,5.81,Medium
Windows,113.4,1,1,59.9,1,0,1,3.02,Low
Linux,62.5,0,1,142.4,1,1,1,5.38,Medium
Windows,139.7,1,1,25.0,0,0,1,5.33,Medium
macOS,86.9,0,1,64.9,0,1,0,7.72,High
macOS,61.2,0,1,97.0,1,1,3,5.45,Medium
Windows,163.4,1,0,90.1,1,0,4,6.41,Medium
Windows,77.2,0,1,8.9,0,0,1,5.84,Medium
Windows,109.6,1,1,39.4,1,0,0,2.53,Low
Linux,100.4,0,0,124.1,0,0,4,10.0,High
Windows,162.5,1,1,102.9,0,1,2,7.37,High
macOS,339.2,1,1,65.7,0,1,1,7.82,High
macOS,80.4,1,0,11.9,1,0,2,3.62,Low
macOS,76.6,0,1,24.5,0,1,2,7.38,High
Windows,44.7,1,1,25.5,1,0,3,1.93,Low
Windows,117.2,0,0,59.3,1,1,1,8.19,High
macOS,21.3,1,0,5.5,1,0,0,2.06,Low
Windows,75.5,0,0,36.0,0,1,4,10.0,High
Linux,78.4,1,0,74.2,1,0,0,2.82,Low
Windows,236.5,0,0,97.5,1,0,3,9.79,High
Windows,102.9,1,0,86.6,1,1,0,4.0,Low
macOS,65.7,0,1,39.0,1,0,1,4.44,Medium
Windows,140.0,1,1,99.4,0,0,2,5.6,Medium
Windows,111.5,0,1,66.8,0,0,1,6.83,Medium
Windows,39.4,0,1,17.0,1,0,0,3.19,Low
Windows,183.7,1,1,46.8,1,0,1,3.87,Low
macOS,170.8,1,0,37.2,1,0,6,6.5,Medium
Windows,881.3,1,0,62.8,0,0,4,7.78,High
Windows,67.9,1,1,53.1,1,0,0,1.53,Low
Windows,246.4,1,1,67.7,0,0,0,4.63,Medium
Linux,54.9,1,1,42.0,1,1,0,2.44,Low
Windows,35.1,0,0,54.2,0,1,1,9.11,High
Linux,62.8,0,1,109.1,1,1,2,6.16,Medium
Linux,185.1,0,0,129.3,1,0,2,8.42,High
Windows,21.9,1,1,23.4,1,0,2,1.93,Low
macOS,149.5,1,0,191.0,1,1,1,4.9,Medium
macOS,394.9,0,0,59.1,0,0,1,9.57,High
Windows,11.5,1,0,43.7,0,1,1,4.0,Medium
Windows,181.3,1,0,134.4,0,0,2,6.39,Medium
macOS,64.3,1,1,103.6,0,1,4,6.01,Medium
macOS,416.2,0,1,51.7,1,1,4,8.89,High
macOS,111.4,1,1,61.3,1,0,0,2.74,Low
